1, 0.001000, 1700142813
2, 0.002000, 1700142813
3, 0.003000, 1700142813
4, 0.003000, 1700142813
1, 0.001000, 1700143310
2, 0.002000, 1700143310
3, 0.003000, 1700143310
4, 0.003000, 1700143310
1, 0.001000, 1700143839
2, 0.002000, 1700143839
3, 0.003000, 1700143839
4, 0.003000, 1700143839
1, 0.001000, 1700145108
2, 0.002000, 1700145108
3, 0.003000, 1700145108
4, 0.003000, 1700145108
1, 0.001000, 1700148875
2, 0.002000, 1700148875
3, 0.003000, 1700148875
4, 0.003000, 1700148875
1, 0.001000, 1700150110
2, 0.002000, 1700150110
3, 0.003000, 1700150110
4, 0.003000, 1700150110
1, 0.001000, 1700151042
2, 0.002000, 1700151042
3, 0.003000, 1700151042
4, 0.003000, 1700151042
1, 0.001000, 1700151147
2, 0.002000, 1700151147
3, 0.003000, 1700151147
4, 0.003000, 1700151147
1, 0.001000, 1700151282
2, 0.002000, 1700151282
3, 0.003000, 1700151282
4, 0.003000, 1700151282
1, 0.001000, 1700151373
2, 0.002000, 1700151373
3, 0.003000, 1700151373
4, 0.003000, 1700151373
1, 0.001000, 1700152051
2, 0.002000, 1700152051
3, 0.003000, 1700152051
4, 0.003000, 1700152051
1, 0.001000, 1700152222
2, 0.002000, 1700152222
3, 0.003000, 1700152222
4, 0.003000, 1700152222
